id,occupation,education,is_urban,housing_type,household_size,income,upi_txns_month,mobile_recharge_freq,night_light,bill_payment_consistency,ecommerce_freq,skill_level,market_density,public_transport_access,loan_amount,income_to_loan_ratio,repayment_capability
155,Unemployed,Master,True,Joint,3,39483.57,29,2,False,0.5407669261930839,3,0.39,0.6349115483228766,0.10224933352977734,128484.72,0.31,9.27
156,Professional,Bachelor,True,Owned,1,58713.89,23,1,False,0.9872941732344622,3,1.51,0.3492334325658853,0.6898227180752211,235703.13,0.25,82.56
157,Skilled Worker,High School,True,Owned,3,31692.39,17,1,False,0.8797903066404509,2,0.82,0.37868126039296224,0.37928902861139335,152377.15,0.21,19.71
158,Skilled Worker,High School,True,Rented,3,38170.78,19,1,False,0.7986556215314458,5,0.71,0.39658261942850015,0.2422316290336531,173779.68,0.22,25.02
159,Professional,PhD,True,Rented,3,149635.93,16,2,False,0.6442104171382175,2,2.28,0.9479235225713473,0.8966737479116423,338398.39,0.44,238.17
160,Skilled Worker,Master,True,Owned,4,35292.88,14,0,False,0.5757583100914001,4,1.52,0.6619487857437804,0.7645411753431864,126563.63,0.28,26.99
161,Service,Bachelor,True,Rented,7,31830.19,18,6,True,0.8971356974489311,0,1.07,0.9295746443880079,0.481187108964922,156004.22,0.2,28.79
162,Business,Bachelor,False,Owned,5,75856.31,22,5,False,0.6971887733083133,1,1.13,0.8136609548235113,0.9420228078706528,3308.24,22.92,56.67
163,Business,Bachelor,True,Government,3,29481.42,17,1,False,0.9558892456690518,2,1.22,0.35723365206751223,0.3385053653463056,8794.32,3.35,29.74
164,Business,Bachelor,False,Rented,2,22199.99,16,4,False,0.9702242227062685,3,1.56,0.29094598789061876,0.37310007280976254,43232.76,0.51,28.0
165,Professional,PhD,True,Owned,6,60439.95,25,2,False,0.5278454923837015,5,2.39,0.6997485641640703,0.38910132662130414,169873.06,0.36,70.14
166,Unskilled Worker,High School,True,Government,6,33351.11,18,1,False,0.7901739874225341,0,0.57,0.8849885475204764,0.4847900181314819,144294.35,0.23,15.57
167,Service,Bachelor,True,Joint,3,35062.66,15,1,True,0.6918575113070361,5,1.01,0.4712543179927612,0.44874036892287483,13989.04,2.51,24.24
168,Professional,Bachelor,False,Joint,5,40269.3,21,2,False,0.7042143837409767,2,1.54,0.22904533507957717,0.15399026260023066,105399.13,0.38,43.7
169,Professional,Bachelor,True,Joint,5,84485.88,20,1,False,0.8081009735710182,3,1.25,0.8011981385015355,0.4932705019174326,17097.0,4.94,78.51
170,Business,Bachelor,False,Rented,7,62261.87,11,0,True,0.8886702098361758,1,1.37,0.10733772679713019,0.39593124439951877,311106.73,0.2,83.2
171,Skilled Worker,Bachelor,False,Joint,7,24625.15,7,4,False,0.7748373300471127,2,1.11,0.3258801408476205,0.8876372189995911,112625.46,0.22,23.74
172,Professional,High School,True,Government,4,32366.59,17,1,False,0.8783737845548059,2,1.12,0.6389603628005367,0.9362106746105694,131446.63,0.25,36.3
173,Business,Bachelor,True,Owned,3,28290.77,12,2,True,0.982604069457629,4,1.13,0.6376858001550628,0.8622617699436795,7724.54,3.66,32.51
174,Professional,High School,True,Rented,2,38234.37,20,0,False,0.7055163824381001,6,1.07,0.19237822052487386,0.17329823726084215,149045.62,0.26,33.54
175,Business,High School,True,Owned,4,45426.81,21,1,True,0.7222679593787047,0,0.76,0.9791592488085757,0.8796882418239759,65282.84,0.7,21.33
176,Professional,High School,True,Rented,4,10412.73,20,4,False,0.8366789078298762,3,1.13,0.7632068107938598,0.5024064380890783,8477.35,1.23,10.31
177,Skilled Worker,Master,False,Rented,3,28347.02,22,1,False,0.5197336243156425,7,1.19,0.7508557804315273,0.7139520708201699,112527.78,0.25,17.96
178,Service,Bachelor,True,Owned,3,75654.89,16,2,False,0.5586616851160254,4,0.85,0.4537579955195542,0.5417012919091149,16854.2,4.49,35.11
179,Student,Bachelor,True,Owned,4,15353.23,23,1,True,0.5752750144058076,3,0.41,0.4678381806879087,0.48784426612487886,60216.01,0.25,3.69
180,Professional,Master,True,Owned,4,151477.49,27,3,False,0.7890918653834522,6,1.92,0.31788835683374794,0.8642514591710251,662757.95,0.23,189.61
181,Service,Bachelor,False,Rented,4,17276.62,19,5,True,0.772045895303701,2,0.72,0.9539992465891166,0.2596198063161659,24609.68,0.7,10.42
182,Professional,Bachelor,True,Owned,1,38971.09,21,1,False,0.6529679939310098,4,1.24,0.554020480170191,0.16328680740386942,5925.45,6.58,31.07
