age,education_level,employment_type,region,night_light,gov_subsidy,electricity_access,repayment_status
30,Graduate,Unemployed,Rural,45.44410956835003,0,1,Poor
49,Primary,Self-employed,Rural,29.811936147901775,1,1,Medium
56,No formal,Salaried,Urban,37.71113210417754,0,0,Good
49,No formal,Unemployed,Urban,42.85668689683011,0,0,Poor
21,High School,Casual,Semi-urban,63.11583771069091,1,1,Poor
47,No formal,Unemployed,Urban,53.938419935028875,1,1,Poor
54,Graduate,Self-employed,Urban,52.90384867051316,0,0,Poor
40,No formal,Casual,Urban,62.763469432519585,0,0,Poor
56,No formal,Unemployed,Urban,47.93942317400905,1,0,Poor
32,Graduate,Salaried,Rural,55.856972748933345,1,1,Good
46,Primary,Salaried,Semi-urban,48.451673706012556,1,1,Good
53,Primary,Unemployed,Urban,53.980435240994424,1,1,Poor
30,Graduate,Salaried,Rural,41.25862013582627,0,1,Good
49,High School,Salaried,Rural,13.417742625853563,1,1,Good
24,No formal,Salaried,Rural,47.985812567205436,0,1,Good
39,Graduate,Casual,Urban,71.3412220414991,0,0,Poor
45,No formal,Salaried,Urban,63.893231033623884,1,0,Good
19,High School,Salaried,Semi-urban,64.48096226886756,0,1,Good
59,No formal,Salaried,Urban,68.54196082709326,1,0,Good
23,Graduate,Casual,Urban,51.32986386442156,0,1,Poor
45,No formal,Unemployed,Rural,52.959735611083936,1,0,Poor
45,Primary,Self-employed,Semi-urban,40.73522156848475,0,1,Poor
37,High School,Salaried,Urban,45.25890715959425,0,0,Good
47,High School,Unemployed,Urban,59.23656724656712,1,0,Poor
28,High School,Salaried,Rural,68.05826655753225,1,1,Good
45,Graduate,Casual,Rural,47.90830586478501,0,1,Poor
42,High School,Unemployed,Urban,43.24716102722883,0,0,Poor
56,Primary,Casual,Semi-urban,50.00791938284896,1,0,Poor
50,Graduate,Salaried,Semi-urban,59.01810123393672,0,1,Good
18,Primary,Salaried,Rural,28.342177757996872,1,0,Good
44,No formal,Casual,Rural,15.557285702941428,0,1,Poor
30,No formal,Self-employed,Urban,41.74194725762625,1,1,Medium
58,No formal,Casual,Rural,31.68931361128762,0,0,Poor
20,No formal,Salaried,Urban,42.37789703529034,1,1,Good
56,Primary,Casual,Semi-urban,47.78329521773793,1,0,Poor
23,Graduate,Self-employed,Semi-urban,43.2012738646548,0,0,Poor
25,Graduate,Casual,Urban,71.78701301706118,1,1,Poor
44,High School,Self-employed,Rural,54.9011714690348,0,0,Poor
26,Primary,Self-employed,Semi-urban,54.507115394162426,1,1,Medium
54,No formal,Casual,Rural,59.333107160651025,1,1,Poor
50,Primary,Casual,Semi-urban,32.917503233288464,1,1,Poor
59,High School,Unemployed,Urban,65.58667681130403,0,0,Poor
41,High School,Salaried,Urban,48.863535701968104,1,1,Good
32,Primary,Self-employed,Urban,60.05720925861819,0,0,Poor
49,Primary,Unemployed,Semi-urban,33.92214150439767,1,1,Poor
49,Primary,Casual,Rural,26.693618509759034,0,1,Poor
41,Graduate,Salaried,Rural,62.26834487037543,0,1,Good
58,No formal,Unemployed,Rural,55.64614289146275,0,0,Poor
29,Primary,Self-employed,Semi-urban,36.46922668463735,1,0,Medium
56,Primary,Unemployed,Semi-urban,36.95505378087958,0,1,Poor
19,Primary,Self-employed,Semi-urban,66.88152176622154,1,1,Medium
20,High School,Casual,Semi-urban,32.15882160699008,0,0,Poor
54,High School,Salaried,Semi-urban,74.64009429883944,0,0,Good
34,Graduate,Salaried,Rural,36.49068898028197,0,0,Good
19,No formal,Salaried,Semi-urban,59.57587888412574,0,1,Good
19,Graduate,Casual,Semi-urban,45.07072286376523,1,0,Poor
45,No formal,Self-employed,Rural,59.047811466235146,0,1,Poor
40,High School,Casual,Semi-urban,41.838289968287114,0,0,Poor
54,High School,Salaried,Rural,47.558106408915584,1,1,Good
49,High School,Casual,Rural,50.61378763093582,0,1,Poor
50,Graduate,Casual,Urban,34.96718816327791,0,1,Poor
18,Primary,Casual,Urban,61.11236518130189,0,0,Poor
36,Primary,Self-employed,Urban,42.30179650292622,0,0,Poor
19,High School,Unemployed,Urban,46.571001269899725,1,0,Poor
43,Primary,Unemployed,Semi-urban,35.08475938087231,1,1,Poor
49,Primary,Casual,Urban,11.564995118070343,0,1,Poor
23,Graduate,Unemployed,Rural,47.13458356099746,1,0,Poor
49,No formal,Unemployed,Semi-urban,86.18923132419374,1,1,Poor
21,High School,Casual,Urban,61.769064318470356,0,1,Poor
28,High School,Casual,Rural,49.71109430398408,1,1,Poor
34,Graduate,Salaried,Semi-urban,46.05663756187599,0,0,Good
55,Graduate,Unemployed,Semi-urban,50.33698839218069,1,1,Poor
41,Primary,Self-employed,Urban,58.20678672762815,1,0,Medium
22,High School,Casual,Semi-urban,32.28780777036732,1,0,Poor
51,No formal,Salaried,Rural,66.71482542003308,0,0,Good
23,Graduate,Self-employed,Semi-urban,60.73071973161866,1,0,Medium
39,No formal,Unemployed,Rural,60.772785885619015,0,0,Poor
28,No formal,Salaried,Semi-urban,56.57713608214591,0,1,Good
33,High School,Casual,Urban,50.294249865409846,1,0,Poor
50,High School,Self-employed,Rural,60.0929185395023,0,0,Poor
26,Graduate,Casual,Semi-urban,58.87721200612067,1,0,Poor
23,High School,Unemployed,Semi-urban,44.68938933588464,0,1,Poor
33,High School,Self-employed,Semi-urban,41.39597340654649,0,1,Poor
46,High School,Unemployed,Rural,51.527844428929804,1,1,Poor
20,No formal,Unemployed,Rural,73.23530227242782,1,1,Poor
37,Graduate,Salaried,Rural,31.413393865191487,1,0,Good
53,Primary,Casual,Urban,27.9871210137134,1,0,Poor
36,No formal,Self-employed,Urban,52.47141261854775,0,1,Poor
43,High School,Unemployed,Rural,50.76331552784027,0,1,Poor
20,No formal,Unemployed,Semi-urban,52.60012496555612,0,1,Poor
36,High School,Self-employed,Urban,53.659297968627506,1,1,Medium
37,High School,Unemployed,Rural,46.65196618047792,0,0,Poor
49,No formal,Salaried,Semi-urban,72.34795157903123,1,1,Good
24,Graduate,Salaried,Urban,25.986440322852268,0,1,Good
58,High School,Salaried,Semi-urban,37.57254462829631,1,1,Good
50,Graduate,Salaried,Semi-urban,48.45117859776429,0,1,Good
57,Primary,Unemployed,Semi-urban,25.352167832687492,0,1,Poor
56,High School,Self-employed,Semi-urban,47.362183933518935,1,1,Medium
35,Graduate,Self-employed,Urban,74.92205248592028,0,1,Poor
57,Graduate,Self-employed,Urban,50.313297324439425,1,0,Medium
18,Primary,Self-employed,Urban,53.460513585780255,0,0,Poor
28,Graduate,Casual,Rural,31.097528522411295,0,0,Poor
45,Graduate,Self-employed,Urban,40.75457887940784,1,0,Medium
42,Primary,Casual,Semi-urban,44.37205429514094,1,0,Poor
40,High School,Casual,Urban,45.23427354865649,0,0,Poor
48,Graduate,Salaried,Semi-urban,69.22465692505654,0,1,Good
47,Graduate,Casual,Rural,58.36536591087687,0,1,Poor
59,Graduate,Unemployed,Semi-urban,33.32813064594452,0,0,Poor
52,No formal,Casual,Semi-urban,53.697571676480074,0,1,Poor
24,Primary,Salaried,Semi-urban,57.47332622745178,0,0,Good
33,No formal,Casual,Rural,67.102235577819,1,1,Poor
43,Primary,Unemployed,Urban,73.70811029852561,1,1,Poor
19,High School,Unemployed,Urban,34.77358712258197,1,1,Poor
18,High School,Unemployed,Rural,37.83713733184493,0,1,Poor
29,Graduate,Salaried,Semi-urban,31.136332116280755,0,1,Good
22,Primary,Salaried,Urban,46.48970211339528,0,1,Good
54,High School,Self-employed,Rural,56.995375616695014,1,0,Medium
49,Primary,Salaried,Urban,64.81001774883653,1,0,Good
26,High School,Unemployed,Rural,48.86073464536216,0,1,Poor
58,No formal,Unemployed,Semi-urban,45.202287151177345,0,0,Poor
52,High School,Salaried,Urban,52.27636988373111,1,1,Good
36,No formal,Casual,Rural,37.472856475549655,1,0,Poor
33,High School,Salaried,Urban,81.3430808254216,1,1,Good
20,Graduate,Salaried,Urban,25.88508459322912,0,0,Good
37,No formal,Unemployed,Urban,52.77110868343587,0,1,Poor
41,High School,Self-employed,Urban,80.35409328844459,0,0,Poor
50,Graduate,Unemployed,Rural,50.10199766839997,1,1,Poor
41,No formal,Self-employed,Semi-urban,47.14941447497758,1,0,Medium
28,Graduate,Unemployed,Rural,44.63831865784359,0,1,Poor
25,Primary,Salaried,Rural,47.29412477356388,0,1,Good
53,Primary,Unemployed,Rural,70.59272712014796,1,1,Poor
55,No formal,Unemployed,Semi-urban,16.822071330057398,0,0,Poor
57,High School,Unemployed,Urban,73.00150551944489,1,0,Poor
37,No formal,Salaried,Urban,28.640642713247825,1,0,Good
52,Graduate,Salaried,Urban,46.00021506148378,0,1,Good
42,High School,Salaried,Semi-urban,43.56133369552008,1,0,Good
52,Primary,Salaried,Urban,58.828299046560794,0,1,Good
42,High School,Self-employed,Semi-urban,26.028134721743786,1,0,Medium
46,Primary,Self-employed,Urban,56.93258999122914,1,0,Medium
35,High School,Casual,Urban,80.36464434930278,0,0,Poor
35,High School,Salaried,Rural,29.552389931107843,1,0,Good
19,High School,Self-employed,Semi-urban,52.84559251415593,0,1,Poor
52,Graduate,Unemployed,Rural,40.070267333050865,0,0,Poor
33,Graduate,Salaried,Rural,56.388308092895535,1,0,Good
58,No formal,Casual,Rural,50.28721666123628,0,1,Poor
53,No formal,Casual,Semi-urban,40.37769636433536,0,1,Poor
50,Primary,Casual,Semi-urban,57.31808427306611,0,0,Poor
21,Graduate,Unemployed,Urban,77.06522164680115,0,0,Poor
50,Primary,Self-employed,Rural,47.13644312409052,0,1,Poor
31,No formal,Unemployed,Urban,60.79636913222273,0,1,Poor
38,Primary,Salaried,Rural,30.600905631932545,1,1,Good
37,No formal,Casual,Semi-urban,35.65345434772987,0,0,Poor
25,Graduate,Unemployed,Semi-urban,57.08609416820566,1,0,Poor
24,High School,Unemployed,Semi-urban,72.26174042803947,1,0,Poor
20,Graduate,Self-employed,Rural,55.3342002317849,0,1,Poor
34,Primary,Self-employed,Semi-urban,45.30412954215269,1,1,Medium
50,Primary,Casual,Rural,49.98937108135031,1,1,Poor
29,Graduate,Unemployed,Urban,31.243883990454236,0,0,Poor
39,Graduate,Unemployed,Rural,59.0677298953305,0,1,Poor
39,No formal,Self-employed,Urban,63.234995934851135,0,0,Poor
47,Primary,Unemployed,Rural,43.218645007503795,1,1,Poor
55,Primary,Unemployed,Urban,42.94936778360748,1,0,Poor
55,Graduate,Unemployed,Semi-urban,53.98817344478073,0,0,Poor
25,High School,Self-employed,Urban,43.44920395939107,0,1,Poor
44,Primary,Casual,Semi-urban,49.008010780612665,1,0,Poor
44,High School,Salaried,Semi-urban,81.49582683749773,1,1,Good
51,Graduate,Casual,Urban,46.29461448881005,1,0,Poor
38,Graduate,Salaried,Rural,44.62489771968167,1,1,Good
47,No formal,Unemployed,Rural,40.286872915472614,0,1,Poor
50,Primary,Casual,Rural,61.16287957249905,1,0,Poor
45,High School,Salaried,Rural,47.28163740172845,1,1,Good
50,No formal,Self-employed,Rural,40.25940442517861,1,0,Medium
22,Primary,Self-employed,Semi-urban,69.81956048409518,1,1,Medium
36,No formal,Casual,Rural,71.29404506770456,0,1,Poor
21,Graduate,Casual,Semi-urban,40.99364651391942,0,1,Poor
52,Primary,Unemployed,Semi-urban,22.001900729590755,1,1,Poor
34,No formal,Casual,Semi-urban,65.11270534755383,1,0,Poor
45,No formal,Unemployed,Urban,39.73055261359994,0,1,Poor
47,High School,Unemployed,Urban,61.85938398744153,0,1,Poor
46,No formal,Self-employed,Semi-urban,20.448442734322466,1,0,Medium
23,Primary,Self-employed,Urban,63.38896007448964,1,0,Medium
52,Primary,Salaried,Rural,31.83242106078828,0,0,Good
58,High School,Self-employed,Rural,60.96146178599787,0,0,Poor
54,Primary,Self-employed,Semi-urban,50.21409601754651,0,0,Poor
41,Graduate,Casual,Rural,35.690908709050326,0,0,Poor
46,Primary,Self-employed,Semi-urban,43.894455306098294,0,1,Poor
48,Primary,Salaried,Semi-urban,60.294776854350516,0,0,Good
52,No formal,Casual,Rural,51.58841679672852,1,1,Poor
50,No formal,Salaried,Urban,58.766194707087266,0,0,Good
38,Primary,Self-employed,Rural,79.64660876773229,0,1,Poor
49,High School,Salaried,Rural,26.53637582433423,0,1,Good
40,No formal,Casual,Semi-urban,74.25818862452937,0,1,Poor
50,High School,Unemployed,Semi-urban,51.565339062848196,1,0,Poor
20,Primary,Salaried,Semi-urban,36.51823927515308,1,0,Good
35,Primary,Salaried,Semi-urban,30.04529561391515,0,0,Good
42,Graduate,Casual,Urban,47.163194138344494,1,0,Poor
59,No formal,Casual,Urban,63.82475167886689,1,1,Poor
48,Primary,Salaried,Urban,48.08676319433699,1,0,Good
20,Graduate,Self-employed,Semi-urban,72.66732395371021,1,1,Medium
57,No formal,Salaried,Semi-urban,28.232364649226618,1,1,Good
41,Primary,Casual,Semi-urban,49.81866578230918,1,0,Poor
49,Primary,Unemployed,Urban,31.214098333803214,0,0,Poor
39,No formal,Unemployed,Semi-urban,55.45447823937452,0,0,Poor
40,No formal,Self-employed,Rural,63.30331085145951,0,1,Poor
19,No formal,Salaried,Rural,43.6885730947842,0,0,Good
44,Primary,Unemployed,Semi-urban,10.936792150592986,0,1,Poor
59,Primary,Salaried,Rural,52.98422220194742,1,0,Good
19,Graduate,Casual,Rural,56.55107827600264,0,1,Poor
43,High School,Unemployed,Urban,56.06442132442547,0,0,Poor
34,No formal,Self-employed,Semi-urban,68.53673287733231,1,0,Medium
57,Primary,Casual,Semi-urban,33.93419480526427,1,1,Poor
50,Primary,Self-employed,Urban,60.20324158175674,0,0,Poor
26,No formal,Casual,Rural,67.88761268716962,1,0,Poor
56,High School,Unemployed,Rural,23.321186239902246,1,0,Poor
46,No formal,Self-employed,Semi-urban,54.79477738878466,1,0,Medium
59,High School,Self-employed,Rural,42.43730253488493,1,0,Medium
43,Primary,Casual,Urban,48.77715990347531,0,0,Poor
52,High School,Self-employed,Urban,55.215147253075045,1,0,Medium
42,Graduate,Casual,Semi-urban,42.691571538296714,0,1,Poor
41,Primary,Casual,Urban,39.86437881257582,0,1,Poor
30,Graduate,Casual,Urban,50.512286262320366,1,0,Poor
24,No formal,Casual,Semi-urban,33.69131091705796,1,0,Poor
53,No formal,Unemployed,Urban,33.712623066722216,1,0,Poor
37,No formal,Casual,Urban,60.19059924434755,0,1,Poor
18,High School,Salaried,Urban,32.76808947262016,1,1,Good
25,Primary,Self-employed,Rural,59.994687513638176,1,0,Medium
33,No formal,Salaried,Semi-urban,56.938869392809266,1,1,Good
31,No formal,Unemployed,Semi-urban,24.11289906814105,1,0,Poor
29,Primary,Salaried,Semi-urban,39.83653021496517,1,0,Good
40,No formal,Self-employed,Rural,67.91164104571058,0,0,Poor
32,Graduate,Salaried,Rural,35.28251703290478,1,0,Good
45,Primary,Unemployed,Semi-urban,43.033936065359185,1,1,Poor
51,Primary,Casual,Rural,56.93091339877844,1,1,Poor
19,Primary,Salaried,Semi-urban,61.75085763923893,0,0,Good
49,Graduate,Unemployed,Rural,46.22691670933256,1,1,Poor
40,Primary,Unemployed,Urban,41.03734707962538,0,1,Poor
39,Graduate,Self-employed,Urban,71.33554792547761,0,0,Poor
42,Primary,Self-employed,Semi-urban,76.08349495696368,1,1,Medium
39,High School,Salaried,Rural,64.68287076172693,1,0,Good
39,No formal,Casual,Rural,51.27977213847536,1,0,Poor
59,High School,Unemployed,Urban,37.8760141753861,0,0,Poor
23,No formal,Salaried,Urban,37.54333390165152,0,0,Good
32,Graduate,Unemployed,Rural,57.837711578986365,0,1,Poor
54,High School,Unemployed,Rural,56.275973313330255,0,0,Poor
50,Primary,Casual,Rural,71.02397889419645,0,1,Poor
25,No formal,Casual,Rural,59.75675138804209,0,0,Poor
22,No formal,Salaried,Rural,27.45379547360273,1,0,Good
56,High School,Casual,Rural,65.77921426584378,1,1,Poor
21,Graduate,Casual,Semi-urban,35.02909059028381,0,0,Poor
23,High School,Salaried,Rural,44.24043092071473,1,1,Good
49,Graduate,Casual,Urban,53.75300309377542,1,1,Poor
47,Graduate,Self-employed,Semi-urban,79.93501234675946,0,0,Poor
52,No formal,Unemployed,Rural,96.64877834008041,0,0,Poor
57,High School,Unemployed,Urban,59.10084588704274,1,0,Poor
33,High School,Unemployed,Semi-urban,47.25205071919418,0,0,Poor
30,Graduate,Unemployed,Urban,58.01758472720825,0,0,Poor
59,High School,Salaried,Rural,63.31483138810754,1,0,Good
47,Primary,Unemployed,Rural,45.189985616642126,0,1,Poor
36,Primary,Unemployed,Rural,76.92817033868484,1,1,Poor
34,High School,Unemployed,Rural,53.45106138787103,1,0,Poor
36,High School,Unemployed,Semi-urban,57.46614633637091,1,1,Poor
45,Graduate,Self-employed,Semi-urban,59.98886378081692,1,1,Medium
43,Primary,Unemployed,Urban,56.32379915921683,1,0,Poor
54,Primary,Self-employed,Rural,62.58410750704418,0,0,Poor
43,No formal,Salaried,Urban,40.741202201796156,0,1,Good
40,Graduate,Casual,Semi-urban,41.62547369080954,0,0,Poor
26,No formal,Unemployed,Rural,33.497686505424575,0,1,Poor
29,Primary,Casual,Rural,56.59251845930339,1,0,Poor
18,Graduate,Casual,Semi-urban,61.68404755268171,1,1,Poor
18,High School,Salaried,Semi-urban,56.866592992278285,0,1,Good
51,Graduate,Casual,Semi-urban,75.11738650021306,1,1,Poor
49,High School,Self-employed,Semi-urban,49.9160597175643,0,1,Poor
42,High School,Casual,Semi-urban,60.03112483388769,0,0,Poor
57,Graduate,Casual,Rural,33.624486857910284,0,0,Poor
18,High School,Casual,Semi-urban,44.193504462883986,1,1,Poor
33,No formal,Unemployed,Rural,60.43306636348666,1,1,Poor
56,Primary,Unemployed,Rural,62.73653166114716,1,0,Poor
22,High School,Self-employed,Semi-urban,45.59049578503726,1,0,Medium
39,No formal,Self-employed,Semi-urban,48.926011222129,0,1,Poor
46,High School,Unemployed,Rural,27.23189379978786,1,1,Poor
20,Primary,Self-employed,Semi-urban,44.64456198790086,1,1,Medium
29,No formal,Unemployed,Semi-urban,63.35574745279679,1,1,Poor
43,Primary,Salaried,Semi-urban,58.628075241598495,0,1,Good
33,Primary,Casual,Urban,57.50998582071814,0,0,Poor
54,No formal,Casual,Rural,50.746605307714404,1,1,Poor
39,No formal,Self-employed,Urban,50.105947379422645,1,0,Medium
46,No formal,Unemployed,Semi-urban,40.09518290789829,1,0,Poor
31,Graduate,Unemployed,Urban,60.482426303038025,1,0,Poor
45,No formal,Self-employed,Semi-urban,56.314594165840845,0,1,Poor
22,No formal,Unemployed,Urban,57.38028271989199,1,0,Poor
47,No formal,Salaried,Semi-urban,42.10947735998629,1,0,Good
22,No formal,Casual,Urban,17.699856201931333,1,0,Poor
29,High School,Self-employed,Urban,66.45729067630543,0,0,Poor
33,Graduate,Self-employed,Urban,42.81743815987394,0,1,Poor
43,Primary,Unemployed,Rural,37.058363539353195,1,1,Poor
43,No formal,Self-employed,Urban,60.4021836787099,1,0,Medium
38,High School,Salaried,Rural,44.11981040121306,1,0,Good
56,High School,Unemployed,Semi-urban,65.89904576069932,1,1,Poor
53,High School,Unemployed,Urban,59.25508924365046,1,1,Poor
50,Primary,Unemployed,Semi-urban,60.253539848007165,0,1,Poor
47,No formal,Unemployed,Semi-urban,29.510664331991986,0,0,Poor
54,Graduate,Salaried,Urban,68.179159780796,0,1,Good
40,Graduate,Unemployed,Rural,53.91875796850784,1,0,Poor
27,High School,Self-employed,Urban,44.460842911306955,0,0,Poor
22,Primary,Salaried,Semi-urban,52.15082701013377,0,1,Good
53,Primary,Casual,Semi-urban,23.3564715065252,0,0,Poor
